Athlete_ID,Date,Rest_Day,Race_Day,Total_Sleep_Min,Sleep_Quality,Resting_HR,HRV,Light_Sleep_Min,Deep_Sleep_Min,REM_Sleep_Min,Awake_Min,Low_Stress,Medium_Stress,High_Stress,Stress_Score,Temperature_C,Humidity_%,Weather,Training_Load,Acute_Load_7d,Chronic_Load_28d,Injured,Injury_Risk,Activities
2,2024-01-03,False,False,422,80.8,51.0,86.8,211,69,101,41,1233,1756,1238,47.1,9.0,46.6,Snowy,0.6675327005356224,0.5990658348061287,0.5990658348061287,False,0.03853970554614936,"[{""Type"": ""Swimming"", ""Duration_s"": 2311, ""Distance_m"": 3501, ""Avg_Pace_min_per_100m"": 1.18, ""Strokes_per_Min"": 42, ""SWOLF"": 37, ""Avg_HR"": 75, ""Max_HR"": 150.6}, {""Type"": ""Running"", ""Duration_s"": 2311, ""Distance_km"": 6.7, ""Avg_Pace_min_per_km"": 5.73, ""Cadence_spm"": 161, ""Stride_Length_m"": 0.0, ""Avg_HR"": 112.9, ""Max_HR"": 126.9}, {""Type"": ""Swimming"", ""Duration_s"": 2311, ""Distance_m"": 2276, ""Avg_Pace_min_per_100m"": 1.18, ""Strokes_per_Min"": 48, ""SWOLF"": 37, ""Avg_HR"": 81, ""Max_HR"": 163.6}]"
2,2024-01-04,False,False,403,80.4,51.0,82.5,199,65,88,51,690,1313,1881,41.5,13.2,37.1,Sunny,0.3673913301486871,0.5411472086417684,0.5411472086417684,False,0.025771717247048635,"[{""Type"": ""Swimming"", ""Duration_s"": 3202, ""Distance_m"": 3909, ""Avg_Pace_min_per_100m"": 1.15, ""Strokes_per_Min"": 37, ""SWOLF"": 38, ""Avg_HR"": 72, ""Max_HR"": 160.3}]"
2,2024-01-05,False,False,372,76.9,51.0,80.8,160,80,84,48,2820,2452,814,49.0,8.8,58.9,Sunny,0.6419457906782781,0.5613069250490703,0.5613069250490703,False,0.03902596258905267,"[{""Type"": ""Swimming"", ""Duration_s"": 3453, ""Distance_m"": 3673, ""Avg_Pace_min_per_100m"": 1.25, ""Strokes_per_Min"": 46, ""SWOLF"": 43, ""Avg_HR"": 80, ""Max_HR"": 152.2}, {""Type"": ""Running"", ""Duration_s"": 3453, ""Distance_km"": 11.4, ""Avg_Pace_min_per_km"": 5.07, ""Cadence_spm"": 181, ""Stride_Length_m"": 0.0, ""Avg_HR"": 93.1, ""Max_HR"": 105.1}]"
2,2024-01-06,False,False,428,83.6,51.0,84.9,196,104,95,33,689,4319,539,50.9,13.5,31.4,Overcast,0.6496867050262445,0.5760368883785993,0.5760368883785993,False,0.02072135940596636,"[{""Type"": ""Swimming"", ""Duration_s"": 2117, ""Distance_m"": 3416, ""Avg_Pace_min_per_100m"": 1.35, ""Strokes_per_Min"": 49, ""SWOLF"": 42, ""Avg_HR"": 81, ""Max_HR"": 144.0}, {""Type"": ""Cycling"", ""Duration_s"": 2117, ""Distance_km"": 22.8, ""Avg_Power_W"": 194, ""Cadence_rpm"": 87, ""Elevation_Gain_m"": 882, ""Avg_Speed_kmh"": 38.7, ""Max_Speed_kmh"": 54.585792625825405, ""Avg_HR"": 114.4, ""Max_HR"": 165.9}, {""Type"": ""Running"", ""Duration_s"": 2117, ""Distance_km"": 7.8, ""Avg_Pace_min_per_km"": 4.55, ""Cadence_spm"": 183, ""Stride_Length_m"": 0.0, ""Avg_HR"": 77.5, ""Max_HR"": 100.5}]"
2,2024-01-07,False,False,396,81.0,51.0,81.1,157,117,88,34,1840,4525,688,42.5,13.0,31.4,Sunny,0.20415174223508975,0.5229104389295266,0.5229104389295266,False,0.02746305671341997,"[{""Type"": ""Running"", ""Duration_s"": 2119, ""Distance_km"": 6.4, ""Avg_Pace_min_per_km"": 5.53, ""Cadence_spm"": 164, ""Stride_Length_m"": 0.0, ""Avg_HR"": 106.9, ""Max_HR"": 121.9}]"
2,2024-01-08,False,False,418,88.4,51.0,86.6,214,90,88,26,1316,5144,880,54.8,13.7,47.6,Snowy,0.5254513449564303,0.5232280521828895,0.5232280521828895,False,0.03430664931011124,"[{""Type"": ""Running"", ""Duration_s"": 3850, ""Distance_km"": 13.5, ""Avg_Pace_min_per_km"": 4.75, ""Cadence_spm"": 181, ""Stride_Length_m"": 0.0, ""Avg_HR"": 83.5, ""Max_HR"": 98.5}]"
2,2024-01-09,False,False,392,82.7,51.0,82.4,191,82,95,24,1852,4581,577,47.3,12.5,39.2,Snowy,0.40207881313007066,0.48581949234419486,0.5097670256214651,False,0.031328423657504365,"[{""Type"": ""Running"", ""Duration_s"": 3046, ""Distance_km"": 9.5, ""Avg_Pace_min_per_km"": 5.32, ""Cadence_spm"": 184, ""Stride_Length_m"": 0.0, ""Avg_HR"": 100.6, ""Max_HR"": 115.6}]"
2,2024-01-10,False,False,434,75.7,49.4,80.5,192,74,107,61,2475,3631,68,51.4,6.8,57.3,Overcast,0.7853152113513907,0.5304442047577267,0.5373218441944576,False,0.038767318172376206,"[{""Type"": ""Running"", ""Duration_s"": 7494, ""Distance_km"": 30.5, ""Avg_Pace_min_per_km"": 4.1, ""Cadence_spm"": 178, ""Stride_Length_m"": 0.0, ""Avg_HR"": 64.0, ""Max_HR"": 88.0}]"
2,2024-01-11,False,False,402,82.8,51.0,80.4,180,102,84,36,1266,4788,671,48.8,1.9,33.8,Sunny,0.42120260149996813,0.4996529423782699,0.5267655494040495,False,0.01998403899199624,"[{""Type"": ""Swimming"", ""Duration_s"": 3323, ""Distance_m"": 1628, ""Avg_Pace_min_per_100m"": 1.59, ""Strokes_per_Min"": 34, ""SWOLF"": 38, ""Avg_HR"": 77, ""Max_HR"": 145.3}]"
2,2024-01-12,False,False,368,73.6,51.0,78.5,156,93,82,37,647,4244,336,47.6,5.5,45.1,Snowy,0.5539511497872519,0.5229729198330905,0.5290310161026497,False,0.024704219629610738,"[{""Type"": ""Swimming"", ""Duration_s"": 2192, ""Distance_m"": 2966, ""Avg_Pace_min_per_100m"": 1.58, ""Strokes_per_Min"": 43, ""SWOLF"": 43, ""Avg_HR"": 67, ""Max_HR"": 160.4}, {""Type"": ""Running"", ""Duration_s"": 2192, ""Distance_km"": 10.2, ""Avg_Pace_min_per_km"": 3.59, ""Cadence_spm"": 183, ""Stride_Length_m"": 0.0, ""Avg_HR"": 48.7, ""Max_HR"": 60.7}]"
2,2024-01-13,False,False,376,80.0,51.0,79.2,176,76,91,33,2254,5180,2075,78.6,10.7,56.9,Overcast,0.8053709542786625,0.5434010652831386,0.5502879344238815,False,0.02156190930305169,"[{""Type"": ""Swimming"", ""Duration_s"": 3909, ""Distance_m"": 266, ""Avg_Pace_min_per_100m"": 1.68, ""Strokes_per_Min"": 47, ""SWOLF"": 44, ""Avg_HR"": 69, ""Max_HR"": 154.5}, {""Type"": ""Running"", ""Duration_s"": 3909, ""Distance_km"": 13.1, ""Avg_Pace_min_per_km"": 4.97, ""Cadence_spm"": 167, ""Stride_Length_m"": 0.0, ""Avg_HR"": 90.1, ""Max_HR"": 107.1}]"
2,2024-01-14,False,False,405,80.8,51.0,78.1,197,75,93,40,1912,2060,2324,47.2,6.5,33.8,Snowy,0.22139153478900048,0.48986416900348306,0.5267953344499613,False,0.022223849450353304,"[{""Type"": ""Swimming"", ""Duration_s"": 1754, ""Distance_m"": 2597, ""Avg_Pace_min_per_100m"": 1.26, ""Strokes_per_Min"": 38, ""SWOLF"": 32, ""Avg_HR"": 84, ""Max_HR"": 140.0}]"
2,2024-01-15,False,False,429,81.7,51.0,76.3,177,116,104,32,1546,4889,846,56.2,10.5,59.9,Overcast,0.5690361831898157,0.5354747241228237,0.5296113910326183,False,0.03593831784071916,"[{""Type"": ""Swimming"", ""Duration_s"": 2795, ""Distance_m"": 923, ""Avg_Pace_min_per_100m"": 1.56, ""Strokes_per_Min"": 46, ""SWOLF"": 41, ""Avg_HR"": 80, ""Max_HR"": 159.2}, {""Type"": ""Swimming"", ""Duration_s"": 2795, ""Distance_m"": 853, ""Avg_Pace_min_per_100m"": 1.36, ""Strokes_per_Min"": 34, ""SWOLF"": 40, ""Avg_HR"": 69, ""Max_HR"": 148.4}]"
3,2024-01-01,False,False,411,83.0,54.0,85.6,198,103,86,24,2976,3432,1994,68.6,3.9,41.1,Overcast,0.7713185368974882,0.7713185368974882,0.7713185368974882,False,0.027463324021037846,"[{""Type"": ""Swimming"", ""Duration_s"": 1832, ""Distance_m"": 1804, ""Avg_Pace_min_per_100m"": 1.85, ""Strokes_per_Min"": 41, ""SWOLF"": 47, ""Avg_HR"": 82, ""Max_HR"": 162.9}, {""Type"": ""Cycling"", ""Duration_s"": 1832, ""Distance_km"": 20.3, ""Avg_Power_W"": 149, ""Cadence_rpm"": 104, ""Elevation_Gain_m"": 1570, ""Avg_Speed_kmh"": 39.9, ""Max_Speed_kmh"": 58.79674135384566, ""Avg_HR"": 105.0, ""Max_HR"": 166.2}]"
3,2024-01-02,False,False,374,74.5,54.0,75.1,183,65,77,49,3221,4827,600,56.0,-4.3,53.4,Sunny,0.5148563220215089,0.6430874294594986,0.6430874294594986,False,0.03433198878943154,"[{""Type"": ""Running"", ""Duration_s"": 2860, ""Distance_km"": 11.2, ""Avg_Pace_min_per_km"": 4.25, ""Cadence_spm"": 182, ""Stride_Length_m"": 0.0, ""Avg_HR"": 71.5, ""Max_HR"": 95.5}]"
3,2024-01-03,False,False,417,82.2,54.0,80.4,214,76,84,43,3226,1802,2601,71.3,2.5,37.0,Snowy,0.9099999999999999,0.7320582863063324,0.7320582863063324,False,0.020785441453267745,"[{""Type"": ""Cycling"", ""Duration_s"": 2600, ""Distance_km"": 27.7, ""Avg_Power_W"": 180, ""Cadence_rpm"": 107, ""Elevation_Gain_m"": 1464, ""Avg_Speed_kmh"": 38.4, ""Max_Speed_kmh"": 48.07583101693322, ""Avg_HR"": 116.6, ""Max_HR"": 153.2}, {""Type"": ""Swimming"", ""Duration_s"": 2600, ""Distance_m"": 1150, ""Avg_Pace_min_per_100m"": 1.23, ""Strokes_per_Min"": 33, ""SWOLF"": 31, ""Avg_HR"": 78, ""Max_HR"": 150.8}]"
3,2024-01-04,False,False,406,76.9,52.6,76.5,186,85,83,52,2694,2971,129,34.3,6.3,33.1,Snowy,0.3016794827339628,0.62446358541324,0.62446358541324,False,0.02931016694645948,"[{""Type"": ""Cycling"", ""Duration_s"": 1923, ""Distance_km"": 21.1, ""Avg_Power_W"": 157, ""Cadence_rpm"": 75, ""Elevation_Gain_m"": 711, ""Avg_Speed_kmh"": 39.4, ""Max_Speed_kmh"": 50.75395293630724, ""Avg_HR"": 108.0, ""Max_HR"": 154.3}]"
3,2024-01-05,False,False,378,84.2,54.0,77.6,177,90,89,22,3535,4476,1863,65.9,4.2,57.4,Overcast,0.526514375238723,0.6048737433783365,0.6048737433783365,False,0.031027344219764923,"[{""Type"": ""Running"", ""Duration_s"": 2457, ""Distance_km"": 11.1, ""Avg_Pace_min_per_km"": 3.69, ""Cadence_spm"": 173, ""Stride_Length_m"": 0.0, ""Avg_HR"": 54.7, ""Max_HR"": 71.7}]"
3,2024-01-06,False,False,437,77.7,54.0,79.8,197,73,105,62,1166,3308,1332,57.1,7.6,57.3,Snowy,0.6936092708151516,0.6196629979511391,0.6196629979511391,False,0.01809264046009206,"[{""Type"": ""Running"", ""Duration_s"": 3970, ""Distance_km"": 11.4, ""Avg_Pace_min_per_km"": 5.8, ""Cadence_spm"": 161, ""Stride_Length_m"": 0.0, ""Avg_HR"": 118.0, ""Max_HR"": 134.0}]"
3,2024-01-07,True,False,381,79.9,54.0,75.3,168,109,76,28,1803,4172,1879,51.6,0.2,52.1,Snowy,0.1653093605543708,0.5547553354658865,0.5547553354658865,False,0.02422946342265515,[]
3,2024-01-08,False,False,383,77.9,54.0,74.0,188,65,95,35,2324,5022,1792,73.2,-0.8,36.6,Overcast,0.7285154578385753,0.5764753507624725,0.5764753507624725,False,0.02653577810673499,"[{""Type"": ""Swimming"", ""Duration_s"": 4056, ""Distance_m"": 3576, ""Avg_Pace_min_per_100m"": 1.13, ""Strokes_per_Min"": 45, ""SWOLF"": 37, ""Avg_HR"": 87, ""Max_HR"": 139.1}]"
3,2024-01-09,False,False,395,81.9,54.0,72.7,180,104,88,23,654,2081,1901,50.8,6.6,43.6,Overcast,0.5564096380609993,0.5496117384079114,0.5742458271289754,False,0.028531569333185874,"[{""Type"": ""Cycling"", ""Duration_s"": 1782, ""Distance_km"": 18.8, ""Avg_Power_W"": 160, ""Cadence_rpm"": 72, ""Elevation_Gain_m"": 442, ""Avg_Speed_kmh"": 38.0, ""Max_Speed_kmh"": 50.58261818659051, ""Avg_HR"": 109.1, ""Max_HR"": 162.7}, {""Type"": ""Cycling"", ""Duration_s"": 1782, ""Distance_km"": 14.9, ""Avg_Power_W"": 169, ""Cadence_rpm"": 102, ""Elevation_Gain_m"": 1627, ""Avg_Speed_kmh"": 30.1, ""Max_Speed_kmh"": 38.6727417157009, ""Avg_HR"": 112.5, ""Max_HR"": 149.1}]"
3,2024-01-10,False,False,397,87.1,54.0,80.7,203,71,92,31,2654,5025,774,60.9,-1.4,51.7,Overcast,0.7019950347615257,0.5730040775004135,0.5870207478922305,False,0.02045553779325417,"[{""Type"": ""Cycling"", ""Duration_s"": 2141, ""Distance_km"": 23.0, ""Avg_Power_W"": 172, ""Cadence_rpm"": 80, ""Elevation_Gain_m"": 745, ""Avg_Speed_kmh"": 38.7, ""Max_Speed_kmh"": 56.0766099713399, ""Avg_HR"": 113.6, ""Max_HR"": 156.4}, {""Type"": ""Running"", ""Duration_s"": 2141, ""Distance_km"": 9.9, ""Avg_Pace_min_per_km"": 3.59, ""Cadence_spm"": 179, ""Stride_Length_m"": 0.0, ""Avg_HR"": 51.7, ""Max_HR"": 65.7}]"
3,2024-01-11,False,False,370,81.2,52.6,78.8,159,97,91,23,3279,2706,127,33.7,0.2,53.2,Snowy,0.32194313618214093,0.4994969695231812,0.5629227831913132,False,0.021642142776431665,"[{""Type"": ""Running"", ""Duration_s"": 1991, ""Distance_km"": 6.3, ""Avg_Pace_min_per_km"": 5.25, ""Cadence_spm"": 184, ""Stride_Length_m"": 0.0, ""Avg_HR"": 101.5, ""Max_HR"": 117.5}]"
3,2024-01-12,False,False,392,88.4,54.0,84.9,217,74,81,20,2689,640,2081,43.8,-1.7,49.4,Overcast,0.43441547485159576,0.5160889685378852,0.5522138408296701,False,0.034594836074144035,"[{""Type"": ""Cycling"", ""Duration_s"": 2094, ""Distance_km"": 22.4, ""Avg_Power_W"": 185, ""Cadence_rpm"": 109, ""Elevation_Gain_m"": 609, ""Avg_Speed_kmh"": 38.5, ""Max_Speed_kmh"": 52.5077529065048, ""Avg_HR"": 118.5, ""Max_HR"": 164.7}]"
3,2024-01-13,False,False,418,72.9,54.0,77.7,182,84,92,60,1292,3963,1394,59.8,-2.4,57.4,Overcast,0.6171278754867183,0.5274156560688847,0.5572072281109816,False,0.02290698219362642,"[{""Type"": ""Running"", ""Duration_s"": 3279, ""Distance_km"": 10.3, ""Avg_Pace_min_per_km"": 5.3, ""Cadence_spm"": 166, ""Stride_Length_m"": 0.0, ""Avg_HR"": 103.0, ""Max_HR"": 120.0}]"
3,2024-01-14,False,False,355,76.2,54.0,75.2,173,67,79,36,964,1081,2248,41.3,3.5,44.3,Sunny,0.2334269054387936,0.46989286039684,0.5340800622058253,False,0.019502755634716176,"[{""Type"": ""Running"", ""Duration_s"": 1415, ""Distance_km"": 5.1, ""Avg_Pace_min_per_km"": 4.59, ""Cadence_spm"": 166, ""Stride_Length_m"": 0.0, ""Avg_HR"": 81.7, ""Max_HR"": 93.7}]"
3,2024-01-15,False,False,405,73.9,54.0,76.5,194,66,88,57,929,4240,1520,61.5,7.3,54.0,Sunny,0.6099507456482512,0.5254730335335751,0.5391381077686537,False,0.021702658576772393,"[{""Type"": ""Cycling"", ""Duration_s"": 1253, ""Distance_km"": 12.9, ""Avg_Power_W"": 174, ""Cadence_rpm"": 85, ""Elevation_Gain_m"": 709, ""Avg_Speed_kmh"": 37.1, ""Max_Speed_kmh"": 56.80865200269982, ""Avg_HR"": 114.4, ""Max_HR"": 171.2}, {""Type"": ""Running"", ""Duration_s"": 1253, ""Distance_km"": 4.1, ""Avg_Pace_min_per_km"": 5.12, ""Cadence_spm"": 186, ""Stride_Length_m"": 0.0, ""Avg_HR"": 97.6, ""Max_HR"": 116.6}, {""Type"": ""Cycling"", ""Duration_s"": 1253, ""Distance_km"": 9.0, ""Avg_Power_W"": 174, ""Cadence_rpm"": 101, ""Elevation_Gain_m"": 777, ""Avg_Speed_kmh"": 25.8, ""Max_Speed_kmh"": 39.623956354548966, ""Avg_HR"": 114.4, ""Max_HR"": 173.8}]"
4,2024-01-01,True,False,411,72.3,52.0,88.3,145,118,88,60,3241,3894,989,58.0,8.3,44.2,Sunny,0.5896608989632461,0.5896608989632461,0.5896608989632461,False,0.03894869152142338,[]
4,2024-01-02,False,False,400,82.8,52.0,88.9,189,103,86,22,3144,4187,1372,54.8,9.8,40.9,Snowy,0.3821778604393048,0.48591937970127547,0.48591937970127547,False,0.04173310350161083,"[{""Type"": ""Cycling"", ""Duration_s"": 2604, ""Distance_km"": 27.6, ""Avg_Power_W"": 204, ""Cadence_rpm"": 104, ""Elevation_Gain_m"": 1193, ""Avg_Speed_kmh"": 38.1, ""Max_Speed_kmh"": 57.95511970012666, ""Avg_HR"": 107.2, ""Max_HR"": 139.2}]"
4,2024-01-03,False,False,374,85.1,52.0,86.3,218,61,75,20,871,4111,1771,66.5,2.8,41.5,Sunny,0.7937260945081469,0.5885216179702326,0.5885216179702326,False,0.04325164603177783,"[{""Type"": ""Swimming"", ""Duration_s"": 5247, ""Distance_m"": 3941, ""Avg_Pace_min_per_100m"": 1.87, ""Strokes_per_Min"": 47, ""SWOLF"": 34, ""Avg_HR"": 82, ""Max_HR"": 131.0}]"
4,2024-01-04,False,False,360,77.8,52.0,84.5,147,97,89,27,1406,2063,1325,40.7,14.8,42.8,Snowy,0.3444740004649381,0.527509713593909,0.527509713593909,False,0.04051596892884396,"[{""Type"": ""Cycling"", ""Duration_s"": 1326, ""Distance_km"": 9.6, ""Avg_Power_W"": 203, ""Cadence_rpm"": 98, ""Elevation_Gain_m"": 1598, ""Avg_Speed_kmh"": 26.0, ""Max_Speed_kmh"": 34.458537937075285, ""Avg_HR"": 106.9, ""Max_HR"": 160.9}, {""Type"": ""Running"", ""Duration_s"": 1326, ""Distance_km"": 5.8, ""Avg_Pace_min_per_km"": 3.8, ""Cadence_spm"": 170, ""Stride_Length_m"": 0.0, ""Avg_HR"": 56.0, ""Max_HR"": 67.0}]"
4,2024-01-05,False,False,382,70.8,52.0,92.4,141,112,77,52,2513,2196,1914,54.5,5.8,31.1,Overcast,0.47975089864371273,0.5179579506038697,0.5179579506038697,False,0.04242041236107584,"[{""Type"": ""Swimming"", ""Duration_s"": 1498, ""Distance_m"": 3391, ""Avg_Pace_min_per_100m"": 1.77, ""Strokes_per_Min"": 38, ""SWOLF"": 33, ""Avg_HR"": 80, ""Max_HR"": 152.9}, {""Type"": ""Cycling"", ""Duration_s"": 1498, ""Distance_km"": 13.3, ""Avg_Power_W"": 203, ""Cadence_rpm"": 97, ""Elevation_Gain_m"": 1564, ""Avg_Speed_kmh"": 31.9, ""Max_Speed_kmh"": 50.23122119803466, ""Avg_HR"": 106.9, ""Max_HR"": 164.1}]"
4,2024-01-06,False,False,373,83.8,52.0,89.4,187,76,82,28,2225,1513,453,38.7,12.9,54.3,Snowy,0.656449713387426,0.5410399110677958,0.5410399110677958,False,0.04774243945184099,"[{""Type"": ""Swimming"", ""Duration_s"": 1838, ""Distance_m"": 1337, ""Avg_Pace_min_per_100m"": 1.55, ""Strokes_per_Min"": 48, ""SWOLF"": 32, ""Avg_HR"": 74, ""Max_HR"": 148.2}, {""Type"": ""Running"", ""Duration_s"": 1838, ""Distance_km"": 6.2, ""Avg_Pace_min_per_km"": 4.91, ""Cadence_spm"": 172, ""Stride_Length_m"": 0.0, ""Avg_HR"": 89.3, ""Max_HR"": 99.3}, {""Type"": ""Cycling"", ""Duration_s"": 1838, ""Distance_km"": 19.5, ""Avg_Power_W"": 230, ""Cadence_rpm"": 109, ""Elevation_Gain_m"": 91, ""Avg_Speed_kmh"": 38.2, ""Max_Speed_kmh"": 55.95872593641363, ""Avg_HR"": 114.9, ""Max_HR"": 161.8}]"
4,2024-01-07,True,False,403,84.6,52.0,90.8,192,102,82,27,1156,1425,1054,27.6,10.6,55.1,Snowy,0.16593966222941547,0.48745416123374147,0.48745416123374147,False,0.03520237708518284,[]
4,2024-01-08,False,False,382,84.5,52.0,91.7,209,62,80,31,959,5395,447,54.1,2.4,54.5,Overcast,0.5974843888460803,0.5012079396852838,0.5012079396852838,False,0.039299707594317106,"[{""Type"": ""Running"", ""Duration_s"": 4632, ""Distance_km"": 15.9, ""Avg_Pace_min_per_km"": 4.85, ""Cadence_spm"": 161, ""Stride_Length_m"": 0.0, ""Avg_HR"": 87.5, ""Max_HR"": 111.5}]"
4,2024-01-09,False,False,425,88.3,48.7,90.7,224,68,99,34,1517,1485,21,28.9,5.9,35.4,Snowy,0.5451827625908224,0.49564817263873084,0.5060940311192325,False,0.04593073612304752,"[{""Type"": ""Swimming"", ""Duration_s"": 2104, ""Distance_m"": 1450, ""Avg_Pace_min_per_100m"": 1.63, ""Strokes_per_Min"": 41, ""SWOLF"": 36, ""Avg_HR"": 77, ""Max_HR"": 151.9}, {""Type"": ""Cycling"", ""Duration_s"": 2104, ""Distance_km"": 17.9, ""Avg_Power_W"": 232, ""Cadence_rpm"": 80, ""Elevation_Gain_m"": 569, ""Avg_Speed_kmh"": 30.6, ""Max_Speed_kmh"": 35.6154421976845, ""Avg_HR"": 115.5, ""Max_HR"": 143.3}]"
